설(상)치 장소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
" 경상북도 구미시 산동면 신당인덕1로 134, (인덕리) ","경상북도 구미시 산동면 신당인덕1로 134, (인덕리) ",128.4412974,36.1621255,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 134,경상북도 구미시 산동읍 인덕리 743-1,39164,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 신당인덕1로 134, 일반  (인덕리) ","경상북도 구미시 산동면 신당인덕1로 134, 일반  (인덕리) ",128.4412974,36.1621255,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 134,경상북도 구미시 산동읍 인덕리 743-1,39164,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 신당인덕1로 135, 1013동  앞(인덕리, 구미중흥에스클래스에코시티) ","경상북도 구미시 산동면 신당인덕1로 135, 1013동  앞(인덕리, 구미중흥에스클래스에코시티) ",128.440818,36.1638487,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로 135,경상북도 구미시 산동읍 인덕리 1107,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 신당인덕1로1길 30, (신당리) ","경상북도 구미시 산동면 신당인덕1로1길 30, (신당리) ",128.4358054,36.1558457,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕1로1길 30,경상북도 구미시 산동읍 신당리 1560,39462,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동면 신당인덕2로 11, (인덕리) ","경상북도 구미시 산동면 신당인덕2로 11, (인덕리) ",128.4362,36.1588725,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕2로 11,경상북도 구미시 산동읍 인덕리 1119,39462,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 신당인덕3로 1, (인덕리, 우미린풀하우스) ","경상북도 구미시 산동면 신당인덕3로 1, (인덕리, 우미린풀하우스) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 신당인덕3로 1, 산동우미린아파트  (인덕리) ","경상북도 구미시 산동면 신당인덕3로 1, 산동우미린아파트  (인덕리) ",128.4362987,36.1626485,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당인덕3로 1,경상북도 구미시 산동읍 인덕리 1102,39461,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 1065-7,경상북도 구미시 산동면 인덕리 1065-7,128.4445951,36.1635103,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1065-7,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 1110 ,경상북도 구미시 산동면 인덕리 1110 ,128.4424283,36.1636084,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1110,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 1127(나대지) ,경상북도 구미시 산동면 인덕리 1127(나대지) ,128.4412113,36.1626395,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 1127,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 743-1(일반),경상북도 구미시 산동면 인덕리 743-1(일반),128.4412974,36.1621255,정좌표,4.72E+18,구주소,경상북도 구미시 산동읍 신당인덕1로 134,경상북도 구미시 산동읍 인덕리 743-1,39164,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 858-15 ,경상북도 구미시 산동면 인덕리 858-15 ,128.4426621,36.1656535,정좌표,4.72E+18,구주소,,경상북도 구미시 산동읍 인덕리 858-15,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 985 ,경상북도 구미시 산동면 인덕리 985 ,128.449723,36.1642122,인근좌표,47190,구주소,,경상북도 구미시 산동읍 인덕리 985,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
경상북도 구미시 산동면 인덕리 산32 ,경상북도 구미시 산동면 인덕리 산32 ,128.4441827,36.1672521,인근좌표,47190,구주소,,경상북도 구미시 산동읍 인덕리 산32,NULL,4719025600,산동읍,4719025628,산동읍 인덕리
" 경상북도 구미시 산동면 첨단기업7로 59-21, (신당리) ","경상북도 구미시 산동면 첨단기업7로 59-21, (신당리) ",128.4374929,36.1535322,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 첨단기업7로 59-21,경상북도 구미시 산동읍 신당리 1362,39165,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 1009, (적림리) ","경상북도 구미시 산동읍 강동로 1009, (적림리) ",128.4368645,36.1684687,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 1009,경상북도 구미시 산동읍 적림리 68,39159,4719025600,산동읍,4719025623,산동읍 적림리
" 경상북도 구미시 산동읍 강동로 1009, 일반  (적림리) ","경상북도 구미시 산동읍 강동로 1009, 일반  (적림리) ",128.4368645,36.1684687,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 1009,경상북도 구미시 산동읍 적림리 68,39159,4719025600,산동읍,4719025623,산동읍 적림리
" 경상북도 구미시 산동읍 강동로 1159-57, 제이원스파랜드  (신당리) ","경상북도 구미시 산동읍 강동로 1159-57, 제이원스파랜드  (신당리) ",128.4254714,36.162354,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 1159-57,경상북도 구미시 산동읍 신당리 1167-11,39157,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 1159-57, 제이원스파랜드 1호 (신당리) ","경상북도 구미시 산동읍 강동로 1159-57, 제이원스파랜드 1호 (신당리) ",128.4254714,36.162354,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 1159-57,경상북도 구미시 산동읍 신당리 1167-11,39157,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-73, (신당리) ","경상북도 구미시 산동읍 강동로 953-73, (신당리) ",128.4494083,36.1616537,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-73,경상북도 구미시 산동읍 신당리 435-1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-73, (신당리) ","경상북도 구미시 산동읍 강동로 953-73, (신당리) ",128.4494083,36.1616537,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-73,경상북도 구미시 산동읍 신당리 435-1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-74, 주차장옆나대지  (신당리) ","경상북도 구미시 산동읍 강동로 953-74, 주차장옆나대지  (신당리) ",128.4428856,36.1579647,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-74,경상북도 구미시 산동읍 신당리 1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-74, 클럽하우스 10호 (신당리) ","경상북도 구미시 산동읍 강동로 953-74, 클럽하우스 10호 (신당리) ",128.4428856,36.1579647,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-74,경상북도 구미시 산동읍 신당리 1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-74, 홀인근조명탑나대지 16호 번(신당리) ","경상북도 구미시 산동읍 강동로 953-74, 홀인근조명탑나대지 16호 번(신당리) ",128.4428856,36.1579647,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-74,경상북도 구미시 산동읍 신당리 1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 강동로 953-74, 홀인근조명탑나대지 17호 번(신당리) ","경상북도 구미시 산동읍 강동로 953-74, 홀인근조명탑나대지 17호 번(신당리) ",128.4428856,36.1579647,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 강동로 953-74,경상북도 구미시 산동읍 신당리 1,39164,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 동백로 8-1, (적림리) ","경상북도 구미시 산동읍 동백로 8-1, (적림리) ",128.4365908,36.1692268,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 동백로 8-1,경상북도 구미시 산동읍 적림리 65-5,39159,4719025600,산동읍,4719025623,산동읍 적림리
" 경상북도 구미시 산동읍 동백로 8-3, 일반  (적림리) ","경상북도 구미시 산동읍 동백로 8-3, 일반  (적림리) ",128.4368013,36.1690908,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 동백로 8-3,경상북도 구미시 산동읍 적림리 65-8,39159,4719025600,산동읍,4719025623,산동읍 적림리
" 경상북도 구미시 산동읍 신당1로 18, 선용에코빌딩  (신당리) ","경상북도 구미시 산동읍 신당1로 18, 선용에코빌딩  (신당리) ",128.4331078,36.1543773,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로 18,경상북도 구미시 산동읍 신당리 1460,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로 24, (신당리) ","경상북도 구미시 산동읍 신당1로 24, (신당리) ",128.4323521,36.1543801,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로 24,경상북도 구미시 산동읍 신당리 1458,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로 30, 탑스퀘어  (신당리) ","경상북도 구미시 산동읍 신당1로 30, 탑스퀘어  (신당리) ",128.4317293,36.1543102,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로 30,경상북도 구미시 산동읍 신당리 1438,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로 30, 탑스퀘어 2층  (신당리) ","경상북도 구미시 산동읍 신당1로 30, 탑스퀘어 2층  (신당리) ",128.4317293,36.1543102,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로 30,경상북도 구미시 산동읍 신당리 1438,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로1길 17-10, (신당리) ","경상북도 구미시 산동읍 신당1로1길 17-10, (신당리) ",128.4327262,36.1557306,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로1길 17-10,경상북도 구미시 산동읍 신당리 1445,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로1길 17-14, 석세스I빌딩  (신당리) ","경상북도 구미시 산동읍 신당1로1길 17-14, 석세스I빌딩  (신당리) ",128.4323484,36.155732,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로1길 17-14,경상북도 구미시 산동읍 신당리 1446,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로1길 17-3, 구미킹콩타워  (신당리) ","경상북도 구미시 산동읍 신당1로1길 17-3, 구미킹콩타워  (신당리) ",128.4335242,36.1553312,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로1길 17-3,경상북도 구미시 산동읍 신당리 1451,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로1길 17-7, (신당리) ","경상북도 구미시 산동읍 신당1로1길 17-7, (신당리) ",128.432913,36.1553334,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로1길 17-7,경상북도 구미시 산동읍 신당리 1449,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로1길 17-7, 일반  (신당리) ","경상북도 구미시 산동읍 신당1로1길 17-7, 일반  (신당리) ",128.432913,36.1553334,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로1길 17-7,경상북도 구미시 산동읍 신당리 1449,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 17-6, (신당리) ","경상북도 구미시 산동읍 신당1로3길 17-6, (신당리) ",128.4308485,36.1558185,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 17-6,경상북도 구미시 산동읍 신당리 1418,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 19, (신당리) ","경상북도 구미시 산동읍 신당1로3길 19, (신당리) ",128.4312152,36.1558172,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 19,경상북도 구미시 산동읍 신당리 1419,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 19, (신당리) ","경상북도 구미시 산동읍 신당1로3길 19, (신당리) ",128.4312152,36.1558172,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 19,경상북도 구미시 산동읍 신당리 1419,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 19, (신당리) ","경상북도 구미시 산동읍 신당1로3길 19, (신당리) ",128.4312152,36.1558172,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 19,경상북도 구미시 산동읍 신당리 1419,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 19, 건물상가  동(신당리) ","경상북도 구미시 산동읍 신당1로3길 19, 건물상가  동(신당리) ",128.4312152,36.1558172,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당1로3길  19,경상북도 구미시 산동읍,NULL,4719025600,산동읍,4719025600,산동읍
" 경상북도 구미시 산동읍 신당1로3길 3, 일반건물  (신당리) ","경상북도 구미시 산동읍 신당1로3길 3, 일반건물  (신당리) ",128.4311739,36.1543663,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 3,경상북도 구미시 산동읍 신당리 1430,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 3, 해송빌딩  (신당리) ","경상북도 구미시 산동읍 신당1로3길 3, 해송빌딩  (신당리) ",128.4311739,36.1543663,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 3,경상북도 구미시 산동읍 신당리 1430,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로3길 3, 해송빌딩  (신당리) ","경상북도 구미시 산동읍 신당1로3길 3, 해송빌딩  (신당리) ",128.4311739,36.1543663,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로3길 3,경상북도 구미시 산동읍 신당리 1430,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로4길 14, (신당리) ","경상북도 구미시 산동읍 신당1로4길 14, (신당리) ",128.4304568,36.1553152,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로4길 14,경상북도 구미시 산동읍 신당리 1420,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당1로4길 5-4, (신당리) ","경상북도 구미시 산동읍 신당1로4길 5-4, (신당리) ",128.4299431,36.1548664,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당1로4길 5-4,경상북도 구미시 산동읍 신당리 1410,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 23, (신당리) ","경상북도 구미시 산동읍 신당2로 23, (신당리) ",128.4325493,36.1559025,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 23,경상북도 구미시 산동읍 신당리 1439,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 29, 대호프라자  (신당리) ","경상북도 구미시 산동읍 신당2로 29, 대호프라자  (신당리) ",128.4317489,36.1558604,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 29,경상북도 구미시 산동읍 신당리 1431,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 47, (신당리) ","경상북도 구미시 산동읍 신당2로 47, (신당리) ",128.4297148,36.1558046,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 47,경상북도 구미시 산동읍 신당리 1403,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 47, 아이엔씨타워  (신당리) ","경상북도 구미시 산동읍 신당2로 47, 아이엔씨타워  (신당리) ",128.4297148,36.1558046,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 47,경상북도 구미시 산동읍 신당리 1403,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 47, 일반  (신당리) ","경상북도 구미시 산동읍 신당2로 47, 일반  (신당리) ",128.4297148,36.1558046,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 47,경상북도 구미시 산동읍 신당리 1403,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 57, 아이프라자 1호 차(신당리) ","경상북도 구미시 산동읍 신당2로 57, 아이프라자 1호 차(신당리) ",128.4286592,36.1558354,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 57,경상북도 구미시 산동읍 신당리 1393,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 9, 일반  (신당리) ","경상북도 구미시 산동읍 신당2로 9, 일반  (신당리) ",128.4339827,36.1558433,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 9,경상북도 구미시 산동읍 신당리 1462,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당2로 9, 일반건물  (신당리) ","경상북도 구미시 산동읍 신당2로 9, 일반건물  (신당리) ",128.4339827,36.1558433,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당2로 9,경상북도 구미시 산동읍 신당리 1462,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 15, 골드디움 피트니스센터(신당리, 구미확장단지골드디움) ","경상북도 구미시 산동읍 신당3로 15, 골드디움 피트니스센터(신당리, 구미확장단지골드디움) ",128.433166,36.1568917,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 15,경상북도 구미시 산동읍 신당리 1391,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 15, 골드디움(신당리, 구미확장단지골드디움) ","경상북도 구미시 산동읍 신당3로 15, 골드디움(신당리, 구미확장단지골드디움) ",128.433166,36.1568917,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 15,경상북도 구미시 산동읍 신당리 1391,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, (신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 103동  (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 103동  (신당리, 우미린센트럴파크) ",128.433451,36.1581885,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 103동  옥상(신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 103동  옥상(신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 106동  (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 106동  (신당리, 우미린센트럴파크) ",128.4332298,36.1583786,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 107동  (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 107동  (신당리, 우미린센트럴파크) ",128.433242,36.1585768,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 107동  옥상(신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 107동  옥상(신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 111동  (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 111동  (신당리, 우미린센트럴파크) ",128.4331431,36.1587755,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 111동  옥상(신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 111동  옥상(신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 115동  (신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 115동  (신당리, 우미린센트럴파크) ",128.4330776,36.159001,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 16, 115동  옥상(신당리, 우미린센트럴파크) ","경상북도 구미시 산동읍 신당3로 16, 115동  옥상(신당리, 우미린센트럴파크) ",128.4331431,36.1587755,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 16,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 43, (신당리, 구미확장단지골드클래스) ","경상북도 구미시 산동읍 신당3로 43, (신당리, 구미확장단지골드클래스) ",128.4300759,36.1568037,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 43,경상북도 구미시 산동읍 신당리 1388,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 43, (신당리, 구미확장단지골드클래스) ","경상북도 구미시 산동읍 신당3로 43, (신당리, 구미확장단지골드클래스) ",128.4300759,36.1568037,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 43,경상북도 구미시 산동읍 신당리 1388,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 43, 102동 1호 골드클래스 B 공동구내 구미확장단지골드클래스(신당리, 구미확장단지골드클래스) ","경상북도 구미시 산동읍 신당3로 43, 102동 1호 골드클래스 B 공동구내 구미확장단지골드클래스(신당리, 구미확장단지골드클래스) ",128.4291078,36.1565819,(무료버전 위치정밀도 제한)정좌표,47190,새주소,경상북도 구미시 산동읍 신당3로 43,경상북도 구미시 산동읍 신당리 1388,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 43, 골드클래스(신당리, 구미확장단지골드클래스) ","경상북도 구미시 산동읍 신당3로 43, 골드클래스(신당리, 구미확장단지골드클래스) ",128.4300759,36.1568037,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 43,경상북도 구미시 산동읍 신당리 1388,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로 43, 골드클래스(신당리, 구미확장단지골드클래스) ","경상북도 구미시 산동읍 신당3로 43, 골드클래스(신당리, 구미확장단지골드클래스) ",128.4300759,36.1568037,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로 43,경상북도 구미시 산동읍 신당리 1388,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당3로1안길 41, (신당리) ","경상북도 구미시 산동읍 신당3로1안길 41, (신당리) ",128.4302537,36.1608769,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당3로1안길 41,경상북도 구미시 산동읍 신당리 1758,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 115, 일반  (신당리) ","경상북도 구미시 산동읍 신당4로 115, 일반  (신당리) ",128.4286561,36.1552676,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 115,경상북도 구미시 산동읍 신당리 1395,39464,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 17, (신당리) ","경상북도 구미시 산동읍 신당4로 17, (신당리) ",128.4326547,36.1609223,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 17,경상북도 구미시 산동읍 신당리 1383,39463,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 56, (신당리, 쌍용예가더파크) ","경상북도 구미시 산동읍 신당4로 56, (신당리, 쌍용예가더파크) ",128.4276853,36.1606878,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 56,경상북도 구미시 산동읍 신당리 1790,39460,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 56, (신당리, 쌍용예가더파크) ","경상북도 구미시 산동읍 신당4로 56, (신당리, 쌍용예가더파크) ",128.4276853,36.1606878,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 56,경상북도 구미시 산동읍 신당리 1790,39460,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 56, 106동  옥상(신당리, 쌍용예가더파크) ","경상북도 구미시 산동읍 신당4로 56, 106동  옥상(신당리, 쌍용예가더파크) ",128.4276853,36.1606878,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 56,경상북도 구미시 산동읍 신당리 1790,39460,4719025600,산동읍,4719025625,산동읍 신당리
" 경상북도 구미시 산동읍 신당4로 56, 107동  옥상(신당리, 쌍용예가더파크) ","경상북도 구미시 산동읍 신당4로 56, 107동  옥상(신당리, 쌍용예가더파크) ",128.4276853,36.1606878,정좌표,4.72E+18,새주소,경상북도 구미시 산동읍 신당4로 56,경상북도 구미시 산동읍 신당리 1790,39460,4719025600,산동읍,4719025625,산동읍 신당리
